date,unit_id,source,daily_yield_kwh,installed_kw,full_load_hours,monthly_yield,rolling_mean_7,rolling_std_7,z_score,fleet_avg_yield,pct_dev_from_fleet,day_change_pct,lag_1,lag_7,ratio_to_rollmean,performance_ratio,rule_anomaly,iso_pred,ml_anomaly,anomaly_flag,explanation
2025-09-08,Bissell-INV-1,Bissell,38.57784,7.6,,,40.40671714285714,8.772547948094903,1.117000317620534,35.12876666666667,9.818372976094086,52.69124481600427,25.26526,30.93029,0.9547382892466637,5.07603157827947,0,1,0,0,Normal Operation
2025-09-09,Bissell-INV-1,Bissell,7.74803,7.6,,,35.48784571428571,15.032317213408216,-0.7893394153890673,7.06901,9.605588334207258,-79.91585324631964,38.57784,42.18013,0.21832911645754494,1.0194776314448055,1,1,0,1,Sharp drop from yesterday (-80%) | Only 22% of 7-day avg
2025-09-15,Bissell-INV-1,Bissell,18.31477,7.6,,,33.311304285714286,16.400322609860325,-0.1359524399136468,18.33655333333333,-0.11879731668298119,136.37969909770612,7.74803,33.55056,0.5498064513584529,2.409838157577653,1,1,0,1,Only 55% of 7-day avg
2025-09-16,Bissell-INV-1,Bissell,41.08338,7.6,,,32.06297428571428,15.224582753980346,1.2719286306605713,37.931419999999996,8.3096282710136,124.31829610745862,18.31477,49.82169,1.2813340282352859,5.405707894025564,0,1,0,0,Normal Operation
2025-09-17,Bissell-INV-1,Bissell,38.60695,7.6,,,30.57608714285714,13.727701338444263,1.1188003141053617,36.22452333333333,6.576833723050322,-6.027814654003638,41.08338,49.01516,1.2626517519510763,5.07986184143686,0,1,0,0,Normal Operation
2025-09-18,Bissell-INV-1,Bissell,36.60321,7.6,,,29.45706285714286,12.689573729446462,0.9949004530092128,33.75682333333333,8.432033543190865,-5.19010178219207,38.60695,44.43638,1.242595372670759,4.816211841471551,0,1,0,0,Normal Operation
2025-09-19,Bissell-INV-1,Bissell,34.01753,7.6,,,30.70738714285714,12.638797162191677,0.8350167391346136,31.395259999999997,8.352439189598938,-7.064079899003383,36.60321,25.26526,1.1077963045385657,4.475990788884738,0,1,0,0,Normal Operation
2025-09-20,Bissell-INV-1,Bissell,34.72948,7.6,,,30.157621428571428,12.319041281913197,0.8790396693088893,31.62146,9.828831432519925,2.0928915179908802,34.01753,38.57784,1.1515987784748032,4.56966842045136,0,1,0,0,Normal Operation
2025-09-21,Bissell-INV-1,Bissell,24.86597,7.6,,,32.60304142857143,8.108677477904859,0.26913642890820133,23.16002333333333,7.365910828499499,-28.400972315162797,34.72948,7.74803,0.7626886606182148,3.271838157464232,0,1,0,0,Normal Operation
2025-09-22,Bissell-INV-1,Bissell,38.47845,7.6,,,35.48356714285715,5.272375008383253,1.1108546065031506,34.94072333333333,10.124938264201425,54.74341037168469,24.86597,18.31477,1.0844019668034228,5.062953946702243,0,1,0,0,Normal Operation
2025-09-23,Bissell-INV-1,Bissell,35.89186,7.6,,,34.74192142857143,4.68590368085831,0.9509146234151812,32.70325,9.75013186732971,-6.722178258219868,38.47845,41.08338,1.0330994522787038,4.722613157273341,0,1,0,0,Normal Operation
2025-09-24,Bissell-INV-1,Bissell,17.00216,7.6,,,31.65552285714286,7.797711806788216,-0.21711676096997934,15.115773333333332,12.479590854819245,-52.629482005112024,35.89186,38.60695,0.5370993262752719,2.237126315495115,1,1,0,1,Sharp drop from yesterday (-53%) | Only 54% of 7-day avg
2025-09-25,Bissell-INV-1,Bissell,32.60329,7.6,,,31.084105714285716,7.516192388944626,0.7475681981279872,30.08697666666667,8.363463571391403,91.7596940624015,17.00216,36.60321,1.0488733469969902,4.289906578382907,0,1,0,0,Normal Operation
2025-09-26,Bissell-INV-1,Bissell,34.91708,7.6,,,31.212612857142858,7.582106165179811,0.8906397840651137,32.06511666666666,8.894286469910641,7.096799126713882,32.60329,34.01753,1.118684941843653,4.594352630974427,0,1,0,0,Normal Operation
2025-09-27,Bissell-INV-1,Bissell,21.26144,7.6,,,29.288607142857142,8.222681073432865,0.04625283806462823,19.429656666666666,9.427769953247019,-39.108768545365194,34.91708,34.72948,0.725928682629733,2.7975578943687425,1,1,0,1,Sharp drop from yesterday (-39%)
2025-09-28,Bissell-INV-1,Bissell,22.84883,7.6,,,29.000444285714284,8.436079754433482,0.14440798818660788,20.516193333333334,11.369734280886586,7.466051217603309,21.26144,24.86597,0.7878786191723115,3.006424999604418,0,1,0,0,Normal Operation
2025-09-29,Bissell-INV-1,Bissell,18.32744,7.6,,,26.121728571428573,8.093990041548208,-0.13516899932749882,16.691406666666666,9.801650429514334,-19.788277999354897,22.84883,38.47845,0.7016166617451408,2.4115052628405915,0,1,0,0,Normal Operation
2025-09-30,Bissell-INV-1,Bissell,10.9882,7.6,,,22.564062857142854,8.544446249899664,-0.5889857702415389,9.96975,10.215401588784548,-40.04509085829772,18.32744,35.89186,0.48697790238758404,1.4458157892834456,1,1,0,1,Sharp drop from yesterday (-40%) | Only 49% of 7-day avg
2025-10-01,Bissell-INV-1,Bissell,17.96387,7.6,,,22.701449999999998,8.447290045195992,-0.15765009592622256,15.904233333333332,12.950241758717274,63.483282066216475,10.9882,17.00216,0.7913093656664527,2.363667104952149,0,1,0,0,Normal Operation
2025-10-02,Bissell-INV-1,Bissell,30.97924,7.6,,,22.46944285714286,8.146971168724267,0.6471462025531121,28.398480000000003,9.08766948058178,72.45304046399801,17.96387,32.60329,1.378727554376063,4.076215788937341,0,1,0,0,Normal Operation
2025-10-03,Bissell-INV-1,Bissell,25.79056,7.6,,,21.165654285714286,6.356439405668021,0.32630780472087567,30.79174,-16.2419531986097,-16.748893775315345,30.97924,34.91708,1.2185099336233973,3.393494736395593,0,1,0,0,Normal Operation
2025-10-04,Bissell-INV-1,Bissell,19.05627,7.6,,,20.85063,6.405356828015178,-0.09010230616236442,21.42624,-11.061063443186429,-26.111453182870004,25.79056,21.26144,0.913942168610064,2.5074039470384997,0,1,0,0,Normal Operation
2025-10-05,Bissell-INV-1,Bissell,31.05359,7.6,,,22.022738571428572,7.490686401172788,0.6517435827883215,36.3888125,-14.66171093066965,62.957336351762414,19.05627,22.84883,1.4100694106625606,4.085998683672895,0,1,0,0,Normal Operation
2025-10-06,Bissell-INV-1,Bissell,19.05401,7.6,,,22.126534285714285,7.435780608102233,-0.09024205168128267,19.130295,-0.39876541368552315,-38.64152260656497,31.05359,18.32744,0.8611384753300856,2.507106578617486,1,1,0,1,Sharp drop from yesterday (-39%)
2025-10-07,Bissell-INV-1,Bissell,20.56653,7.6,,,23.494867142857142,5.730180022863543,0.00328356436927616,21.7389125,-5.393013564712913,7.9380665802106565,19.05401,10.9882,0.8753626855633115,2.706122368064984,0,1,0,0,Normal Operation
2025-10-08,Bissell-INV-1,Bissell,22.96198,7.6,,,24.20888285714286,5.214292678103562,0.15140453927758243,25.557357500000002,-10.155108954039752,11.647322129693238,20.56653,17.96387,0.9484939943140146,3.021313157497196,0,1,0,0,Normal Operation
2025-10-09,Bissell-INV-1,Bissell,29.93844,7.6,,,24.06019714285714,4.99947373759723,0.5827890626902198,34.427597500000005,-13.039415544083813,30.38265863832299,22.96198,30.97924,1.2443139938129577,3.9392684205343067,0,1,0,0,Normal Operation
2025-10-10,Bissell-INV-1,Bissell,27.12437,7.6,,,24.250741428571434,5.100805095356505,0.4087830129458221,31.360477500000002,-13.50779017910338,-9.399521150734646,29.93844,25.79056,1.118496524272221,3.568996052161974,0,1,0,0,Normal Operation
2025-10-11,Bissell-INV-1,Bissell,9.11303,7.6,,,22.830278571428572,7.573561981191428,-0.7049355953344478,8.6856325,4.920741235031441,-66.40279571470231,27.12437,19.05627,0.3991642051624165,1.1990828945790681,1,1,0,1,Sharp drop from yesterday (-66%) | Only 40% of 7-day avg
2025-10-12,Bissell-INV-1,Bissell,12.48736,7.6,,,20.177959999999995,7.46394225137543,-0.4962862604444084,11.49287,8.653104054195946,37.02753090903903,9.11303,31.05359,0.6188613714855784,1.6430736839943325,1,1,0,1,Only 62% of 7-day avg
2025-10-13,Bissell-INV-1,Bissell,28.24536,7.6,,,21.49101,8.020947373712616,0.4780986453582968,29.242597500000002,-3.4102220227389117,126.19160495092636,12.48736,19.05401,1.314287229808451,3.716494736353093,0,1,0,0,Normal Operation
2025-10-14,Bissell-INV-1,Bissell,30.48172,7.6,,,22.907465714285713,8.678972252242534,0.6163824014149624,34.2236975,-10.933878491330933,7.9176190354805165,28.24536,20.56653,1.3306456671747906,4.010752631051217,0,1,0,0,Normal Operation
2025-10-15,Bissell-INV-1,Bissell,28.63859,7.6,,,23.718410000000002,8.946011732055087,0.5024137473070719,31.850875000000002,-10.085390118479154,-6.046673219227783,30.48172,22.96198,1.2074413925213603,3.768235525819969,0,1,0,0,Normal Operation
2025-10-16,Bissell-INV-1,Bissell,26.56795,7.6,,,23.236911428571428,8.640939130587306,0.37437717151374056,30.5926375,-13.155738859941193,-7.2302442264092,28.63859,29.93844,1.1433511755865056,3.495782894276871,0,1,0,0,Normal Operation
2025-10-17,Bissell-INV-1,Bissell,26.09819,7.6,,,23.09031428571429,8.572427896204738,0.3453298905548702,29.35705,-11.10077477092894,-1.7681454534504981,26.56795,27.12437,1.130265689584675,3.433972367969214,0,1,0,0,Normal Operation
2025-10-18,Bissell-INV-1,Bissell,26.90744,7.6,,,25.632372857142855,5.984572672919743,0.3953692981586804,30.99603,-13.19068925881183,3.1007897482545843,26.09819,9.11303,1.0497444052064062,3.540452631113099,0,1,0,0,Normal Operation
2025-10-19,Bissell-INV-1,Bissell,12.51485,7.6,,,25.6363,5.974509678637565,-0.4945864355262389,12.2688475,2.005098685756331,-53.489257989611794,26.90744,12.48736,0.4881691195496944,1.6466907892570144,1,1,0,1,Sharp drop from yesterday (-53%) | Only 49% of 7-day avg
2025-10-20,Bissell-INV-1,Bissell,20.09191,7.6,,,24.471521428571428,6.172583170036261,-0.026064231289568963,16.297655,23.28098735534155,60.5445530709517,12.51485,28.24536,0.8210323194585237,2.643672368073201,0,1,0,0,Normal Operation
2025-10-21,Bissell-INV-1,Bissell,23.53112,7.6,,,23.478578571428574,5.574719982535586,0.18659691301083237,24.29681,-3.1514013566739227,17.11738704782175,20.09191,30.48172,1.0022378453367329,3.0961999995926055,0,1,0,0,Normal Operation
2025-10-22,Bissell-INV-1,Bissell,23.54562,7.6,,,22.751011428571427,5.101279517282721,0.18749351036672382,17.112972499999998,37.589305420926195,0.061620526349770444,23.53112,28.63859,1.0349262964808568,3.098107894329196,0,1,0,0,Normal Operation
2025-10-23,Bissell-INV-1,Bissell,21.00965,7.6,,,21.956968571428572,4.833702987611903,0.030683579565322302,25.210630000000002,-16.663526456234397,-10.770453273262703,23.54562,26.56795,0.9568556757138997,2.764427631215207,0,1,0,0,Normal Operation
2025-10-24,Bissell-INV-1,Bissell,11.86016,7.6,,,19.92296428571429,5.715821926929015,-0.5350687336592489,11.32047,4.767381565891933,-43.548988203040025,21.00965,26.09819,0.5953009717489177,1.5605473682157176,1,1,0,1,Sharp drop from yesterday (-44%) | Only 60% of 7-day avg
2025-10-25,Bissell-INV-1,Bissell,22.15588,7.6,,,19.24417,4.983328900939005,0.10155990972005222,23.049965,-3.8788995990285082,86.80928419178156,11.86016,26.90744,1.1513034856192133,2.9152473680374675,0,1,0,0,Normal Operation
2025-10-26,Bissell-INV-1,Bissell,7.24776,7.6,,,18.491728571428574,6.37270651700528,-0.8202732608533343,6.6017825,9.784895214317526,-67.28741986325977,22.15588,12.51485,0.39194605153390105,0.9536526314534669,1,1,0,1,Sharp drop from yesterday (-67%) | Only 39% of 7-day avg
2025-10-27,Bissell-INV-1,Bissell,6.56137,7.6,,,16.55879428571429,7.716730314491746,-0.8627157063092246,6.150105,6.687121600901594,-9.470374294954587,7.24776,20.09191,0.39624684541581756,0.8633381577811398,1,1,0,1,Only 40% of 7-day avg
2025-10-28,Bissell-INV-1,Bissell,22.55485,7.6,,,16.419327142857142,7.577277008208452,0.12622994055315945,26.59805,-15.20111436683513,243.75214322618595,6.56137,23.53112,1.3736768749648978,2.967743420662139,0,1,0,0,Normal Operation
2025-10-29,Bissell-INV-1,Bissell,16.99288,7.6,,,15.483221428571428,6.927019763105073,-0.21769058327774998,17.565694999999998,-3.260986826694809,-24.659751672035057,22.55485,23.54562,1.0975028728546936,2.235905262863697,0,1,0,0,Normal Operation
2025-10-30,Bissell-INV-1,Bissell,14.10348,7.6,,,14.496625714285713,6.486528253762759,-0.39635461087175533,14.969312500000001,-5.784049868303311,-17.003592092688237,16.99288,21.00965,0.9728801913626584,1.855721052387405,0,1,0,0,Normal Operation
2025-10-31,Bissell-INV-1,Bissell,11.27924,7.6,,,14.413637142857143,6.529455086658543,-0.5709895154512852,12.14115,-7.099080399542129,-20.02512854983309,14.10348,11.86016,0.7825394719893465,1.4841105261205119,0,1,0,0,Normal Operation
2025-11-01,Bissell-INV-1,Bissell,7.78614,7.6,,,12.360817142857144,5.920101443738764,-0.7869829102005826,9.202235,-15.388598529010771,-30.96928516460329,11.27924,22.15588,0.6299049576887734,1.0244921051283562,1,1,0,1,Sharp drop from yesterday (-31%) | Only 63% of 7-day avg
2025-11-02,Bissell-INV-1,Bissell,19.08533,7.6,,,14.051898571428572,5.906818541006791,-0.08830540139255706,22.60348,-15.564638718659054,145.11927604692443,7.78614,7.24776,1.3582029432981815,2.5112276312485227,0,1,0,0,Normal Operation
2025-11-03,Bissell-INV-1,Bissell,14.04412,7.6,,,15.120862857142855,4.919964115318774,-0.40002509494387417,17.500075000000002,-19.748229649315903,-26.41405728902775,19.08533,6.56137,0.9287909117194981,1.8479105260726434,0,1,0,0,Normal Operation
2025-11-04,Bissell-INV-1,Bissell,17.57108,7.6,,,14.408895714285714,3.924865180180828,-0.18193799078281894,22.2394225,-20.99129372532083,25.113428253247626,14.04412,22.55485,1.2194605573666324,2.311984210222107,1,1,0,1,21% below fleet avg
2025-11-05,Bissell-INV-1,Bissell,9.32996,7.6,,,13.314192857142856,4.14643205817859,-0.6915218805473061,11.6332625,-19.79928244378572,-46.90161333281733,17.57108,16.99288,0.7007529558424467,1.2276263156279439,1,1,0,1,Sharp drop from yesterday (-47%)
2025-11-06,Bissell-INV-1,Bissell,5.02786,7.6,,,12.017675714285714,5.154787968351616,-0.957539224325312,3.6475325,37.84277452281981,-46.11059425763882,9.32996,14.10348,0.41837208118412483,0.6615605262287421,1,1,0,1,Sharp drop from yesterday (-46%) | Only 42% of 7-day avg
2025-11-07,Bissell-INV-1,Bissell,0.17403,7.6,,,10.431217142857141,6.850057601963979,-1.257672406666494,0.179435,-3.012232825188894,-96.538686439161,5.02786,11.27924,0.016683575617298392,0.022898684207513332,1,1,0,1,Sharp drop from yesterday (-97%) | Only 2% of 7-day avg
2025-11-08,Bissell-INV-1,Bissell,5.43299,7.6,,,10.095052857142859,7.0561383607034776,-0.9324882942017018,4.7053375,15.464406109983747,3021.8697925645006,0.17403,7.78614,0.5381834128404438,0.7148671051690965,1,1,0,1,Only 54% of 7-day avg
2025-11-09,Bissell-INV-1,Bissell,9.19204,7.6,,,8.681725714285715,5.841552664859685,-0.7000500672593449,9.7734725,-5.949088207292844,69.18934141237145,5.43299,19.08533,1.0587802818759624,1.2094789472092793,0,1,0,0,Normal Operation
2025-11-10,Bissell-INV-1,Bissell,9.11239,7.6,,,7.977192857142858,5.3649799415895165,-0.7049751692867079,13.05791,-30.215555166928283,-0.8665105895970915,9.19204,14.04412,1.14230533999167,1.1989986840527633,1,1,0,1,30% below fleet avg
2025-11-11,Bissell-INV-1,Bissell,12.24797,7.6,,,7.216748571428572,3.9759065413707875,-0.511088773618676,16.8628875,-27.36730289949646,34.41007243983194,9.11239,17.57108,1.697159029038797,1.6115749997879507,1,1,0,1,27% below fleet avg
2025-11-12,Bissell-INV-1,Bissell,12.1862,7.6,,,7.624782857142857,4.35720357693531,-0.5149082783547742,16.4994725,-26.14188120098131,-0.5043284723917574,12.24797,9.32996,1.5982356778837046,1.6034473682100727,1,1,0,1,26% below fleet avg
2025-11-13,Bissell-INV-1,Bissell,8.43795,7.6,,,8.11193857142857,4.2064895441783365,-0.7466786948527426,9.2561275,-8.839306717756493,-30.758152664489337,12.1862,5.02786,1.0401890897792916,1.1102565788012821,1,1,0,1,Sharp drop from yesterday (-31%)
2025-11-14,Bissell-INV-1,Bissell,10.92014,7.6,,,9.647097142857143,2.399511950749812,-0.5931942127271927,16.0519325,-31.969935705126474,29.416979242588525,8.43795,0.17403,1.1319612352979647,1.4368605261267289,1,1,0,1,32% below fleet avg
2025-11-15,Bissell-INV-1,Bissell,10.41535,7.6,,,10.358862857142856,1.518287743235065,-0.6244075492292963,14.7238925,-29.262251810839945,-4.6225597840320765,10.92014,5.43299,1.0054530253591243,1.3704407892933632,1,1,0,1,29% below fleet avg
2025-11-16,Bissell-INV-1,Bissell,9.71961,7.6,,,10.43423,1.4627937436861527,-0.6674281453939857,12.1702875,-20.13656209681682,-6.679948345470876,10.41535,9.19204,0.9315119562314121,1.278896052463303,1,1,0,1,20% below fleet avg
2025-11-17,Bissell-INV-1,Bissell,6.92537,7.6,,,10.12179857142857,1.9459418007094422,-0.840208020961326,7.3424825,-5.6808102701394505,-28.748478591219197,9.71961,9.11239,0.6842034990564294,0.9112328946169431,0,1,0,0,Normal Operation
2025-11-18,Bissell-INV-1,Bissell,3.74346,7.6,,,8.906868571428571,2.8445957710569334,-1.0369591997671825,3.4962625000000003,7.070335820874322,-45.94570398404707,6.92537,12.24797,0.4202891251351762,0.49256052625097885,1,1,0,1,Sharp drop from yesterday (-46%) | Only 42% of 7-day avg
2025-11-19,Bissell-INV-1,Bissell,7.71236,7.6,,,8.267748571428571,2.4618375959260597,-0.7915450448845605,10.9492275,-29.56251936225066,106.02223611311463,3.74346,12.1862,0.9328246901120469,1.0147842103927915,1,1,0,1,30% below fleet avg
2025-11-20,Bissell-INV-1,Bissell,8.16027,7.6,,,8.22808,2.4608749812618917,-0.7638488433895682,12.39896,-34.18585106862302,5.807690512372354,7.71236,8.43795,0.991758709080155,1.0737197367008264,1,1,0,1,34% below fleet avg
2025-11-21,Bissell-INV-1,Bissell,6.08518,7.6,,,7.537371428571428,2.248729978317023,-0.8921605818197074,6.9575825,-12.538873953339555,-25.42918310301008,8.16027,10.92014,0.8073345007419915,0.8006815788420156,0,1,0,0,Normal Operation
2025-11-22,Bissell-INV-1,Bissell,6.24706,7.6,,,6.941901428571428,1.8815228925478653,-0.8821508452699331,10.468227500000001,-40.3236125657067,2.6602335510206743,6.08518,10.41535,0.8999061803713446,0.821981578839213,1,1,0,1,40% below fleet avg
2025-11-23,Bissell-INV-1,Bissell,6.89272,7.6,,,6.538060000000001,1.4367735254268177,-0.8422269108695921,8.9659125,-23.12305077446127,10.335421782406428,6.24706,9.71961,1.054245448794559,0.9069368419859294,1,1,0,1,23% below fleet avg
2025-11-24,Bissell-INV-1,Bissell,5.45661,7.6,,,6.328237142857143,1.477455844063668,-0.9310277680261045,10.0896425,-45.91869830413528,-20.83517102101927,6.89272,6.92537,0.8622638305040076,0.7179749999055297,1,1,0,1,46% below fleet avg
2025-11-25,Bissell-INV-1,Bissell,6.06432,7.6,,,6.659788571428572,0.9760762912882495,-0.8934504453261831,10.671855,-43.174640206114624,11.137134594555963,5.45661,3.74346,0.9105874659604356,0.7979368420002716,1,1,0,1,43% below fleet avg
2025-11-26,Bissell-INV-1,Bissell,6.49497,7.6,,,6.485875714285713,0.858670322317775,-0.8668215038562038,5.5760125,16.480549493660476,7.10137327845497,6.06432,7.71236,1.0014021675890048,0.8546013156770262,0,1,0,0,Normal Operation
2025-11-27,Bissell-INV-1,Bissell,3.35218,7.6,,,5.799005714285714,1.1646035206581342,-1.0611537248301652,2.8279775000000003,18.536303765310606,-48.38806029896981,6.49497,8.16027,0.578061165065577,0.44107631573143735,1,1,0,1,Sharp drop from yesterday (-48%) | Only 58% of 7-day avg
2025-11-28,Bissell-INV-1,Bissell,0.11079,7.6,,,4.945521428571429,2.4259933522404893,-1.261582807824189,0.1477475,-25.01395945776437,-96.69498654606853,3.35218,6.08518,0.02240208673195475,0.01457763157702926,1,1,0,1,25% below fleet avg | Sharp drop from yesterday (-97%) | Only 2% of 7-day avg
2025-11-29,Bissell-INV-1,Bissell,0.14525,7.6,,,4.073834285714286,2.9252463224081966,-1.2594519978321876,0.27819249999999995,-47.78795241500776,31.10389024280169,0.11079,6.24706,0.035654371232942336,0.019111842102748442,1,1,0,1,48% below fleet avg | Only 4% of 7-day avg
2025-11-30,Bissell-INV-1,Bissell,0.15263,7.6,,,3.110964285714286,2.951900297615537,-1.258995660695189,0.134305,13.644316937982062,5.080895008605846,0.14525,6.89272,0.04906195826542372,0.020082894734199618,1,1,0,1,Only 5% of 7-day avg
2025-12-01,Bissell-INV-1,Bissell,0.0366,7.6,,,2.3366771428571433,2.9449196392416686,-1.2661702945713338,0.0462175,-20.809216837578475,-76.02044159077508,0.15263,5.45661,0.01566326785718652,0.0048157894730505545,1,1,0,1,21% below fleet avg | Sharp drop from yesterday (-76%) | Only 2% of 7-day avg
2025-12-02,Bissell-INV-1,Bissell,1.63743,7.6,,,1.7042642857142858,2.443675961632948,-1.1671840914518932,1.2759825,28.326995058061527,4373.852459016393,0.0366,6.06432,0.9607840830584216,0.21545131576112483,0,1,0,0,Normal Operation
2025-12-03,Bissell-INV-1,Bissell,0.34027,7.6,,,0.8250214285714286,1.2468263973311493,-1.2473930725669482,0.233125,45.96032151866887,-79.21926433496394,1.63743,6.49497,0.41243777167916607,0.04477236841516154,1,1,0,1,Sharp drop from yesterday (-79%) | Only 41% of 7-day avg
2025-12-04,Bissell-INV-1,Bissell,0.862,7.6,,,0.46928142857142857,0.5854395395613259,-1.2151322630159618,0.773535,11.436457288375504,153.32823933934816,0.34027,3.35218,1.8368508653479465,0.11342105261665512,0,1,0,0,Normal Operation
2025-12-05,Bissell-INV-1,Bissell,0.18126,7.6,,,0.4793485714285714,0.5788159659008874,-1.257225344674556,0.1342325,35.034361760122465,-78.97215777262181,0.862,0.11079,0.3781381867513747,0.023849999996861843,1,1,0,1,Sharp drop from yesterday (-79%) | Only 38% of 7-day avg
2025-12-06,Bissell-INV-1,Bissell,0.08846,7.6,,,0.47123571428571426,0.5846478747896575,-1.2629635677522622,0.1665025,-46.871668312057366,-51.19717532825776,0.18126,0.14525,0.18771921806980596,0.011639473682679017,1,1,0,1,47% below fleet avg | Sharp drop from yesterday (-51%) | Only 19% of 7-day avg
2025-12-07,Bissell-INV-1,Bissell,0.03587,7.6,,,0.4545557142857143,0.5967921151423361,-1.2662154336106304,0.09758249999999999,-63.241359226896634,-59.45059914085462,0.08846,0.15263,0.07891221866488611,0.0047197368414842455,1,1,0,1,63% below fleet avg | Sharp drop from yesterday (-59%) | Only 8% of 7-day avg
2025-12-08,Bissell-INV-1,Bissell,0.0104,7.6,,,0.4508128571428572,0.5999241936483598,-1.2677903532419792,0.10435,-90.03354010509305,-71.00641204349039,0.03587,0.0366,0.023069439595940638,0.0013684210524515235,1,1,0,1,90% below fleet avg | Sharp drop from yesterday (-71%) | Only 2% of 7-day avg
